,datetime,tempmin,temp,tempmax
0,2024-09-02,17.8,21.9,23.9
1,2024-09-03,13.1,18.5,23.8
2,2024-09-04,14.7,20.1,24.5
3,2024-09-05,15.4,18.9,22.9
4,2024-09-06,16.6,19.0,21.8
5,2024-09-07,16.1,19.6,22.8
6,2024-09-08,13.7,17.2,21.1
7,2024-09-09,13.3,18.9,23.9
